"","subject","vocoded","timebins","aggbaseline","Condition"
"657","Eye_27","NS",700,18.6828160685246,"NS"
"658","Eye_27","NS",800,15.0252339215457,"NS"
"659","Eye_27","NS",900,13.4803604675853,"NS"
"660","Eye_27","NS",1000,14.3164916174292,"NS"
"661","Eye_27","NS",1100,13.1963392368548,"NS"
"662","Eye_27","NS",1200,14.2054812499,"NS"
"663","Eye_27","NS",1300,10.0676093191639,"NS"
"664","Eye_27","NS",1400,1.16365636392819,"NS"
"665","Eye_27","NS",1500,-0.0671239019734384,"NS"
"666","Eye_27","NS",1600,-1.03117044842943,"NS"
"667","Eye_27","NS",1700,0.751809367060598,"NS"
"668","Eye_27","NS",1800,6.45106373486869,"NS"
"669","Eye_27","NS",1900,11.3929843501085,"NS"
"670","Eye_27","NS",2000,11.7300586100765,"NS"
"671","Eye_27","NS",2100,13.7554375653483,"NS"
"672","Eye_27","NS",2200,17.9200171793072,"NS"
"673","Eye_27","NS",2300,30.8498792189203,"NS"
"674","Eye_27","NS",2400,46.4821850543264,"NS"
"675","Eye_27","NS",2500,54.5610204639691,"NS"
"676","Eye_27","V6",-100,4.58182883657758,"V6"
"677","Eye_27","V6",0,15.9092014121864,"V6"
"678","Eye_27","V6",100,25.8361018534075,"V6"
"679","Eye_27","V6",200,29.1731289438368,"V6"
"680","Eye_27","V6",300,23.8703727747073,"V6"
"681","Eye_27","V6",400,23.3633671312586,"V6"
"682","Eye_27","V6",500,35.8899325659253,"V6"
"683","Eye_27","V6",600,54.3443871988256,"V6"
"684","Eye_27","V6",700,62.2829274384342,"V6"
"685","Eye_27","V6",800,60.8516278342508,"V6"
"686","Eye_27","V6",900,56.9049180940114,"V6"
"687","Eye_27","V6",1000,57.4730043767863,"V6"
"688","Eye_27","V6",1100,66.6029823732947,"V6"
"689","Eye_27","V6",1200,77.301413762296,"V6"
"690","Eye_27","V6",1300,90.9109846856136,"V6"
"691","Eye_27","V6",1400,99.2301050153277,"V6"
"692","Eye_27","V6",1500,98.324157744303,"V6"
"693","Eye_27","V6",1600,92.6774973442064,"V6"
"694","Eye_27","V6",1700,88.2657858652573,"V6"
"695","Eye_27","V6",1800,85.8564871329942,"V6"
"696","Eye_27","V6",1900,85.7641659392136,"V6"
"697","Eye_27","V6",2000,90.1175796385481,"V6"
"698","Eye_27","V6",2100,92.1560113503184,"V6"
"699","Eye_27","V6",2200,91.5374372762525,"V6"
"700","Eye_27","V6",2300,96.1970346231684,"V6"
"701","Eye_27","V6",2400,102.098368463979,"V6"
"702","Eye_27","V6",2500,104.691827112951,"V6"
"703","Eye_28","NS",-100,1.20796163161653,"NS"
"704","Eye_28","NS",0,-0.101274165915181,"NS"
"705","Eye_28","NS",100,-4.28723797931019,"NS"
"706","Eye_28","NS",200,-11.1850897633338,"NS"
"707","Eye_28","NS",300,-14.0323430121745,"NS"
"708","Eye_28","NS",400,-11.813601360004,"NS"
"709","Eye_28","NS",500,0.348354790910752,"NS"
"710","Eye_28","NS",600,22.6326342836452,"NS"
"711","Eye_28","NS",700,39.0924076907567,"NS"
"712","Eye_28","NS",800,43.8177950946858,"NS"
"713","Eye_28","NS",900,39.1616158275511,"NS"
"714","Eye_28","NS",1000,31.1234007485296,"NS"
"715","Eye_28","NS",1100,19.7820641732834,"NS"
"716","Eye_28","NS",1200,6.9642218604384,"NS"
"717","Eye_28","NS",1300,-2.59267767810431,"NS"
"718","Eye_28","NS",1400,-11.2172611324616,"NS"
"719","Eye_28","NS",1500,-22.2473798037122,"NS"
"720","Eye_28","NS",1600,-27.1705919547999,"NS"
"721","Eye_28","NS",1700,-28.5247373711095,"NS"
"722","Eye_28","NS",1800,-31.6989836765022,"NS"
"723","Eye_28","NS",1900,-36.4257216124726,"NS"
"724","Eye_28","NS",2000,-31.6302929335546,"NS"
"725","Eye_28","NS",2100,-26.2024526404787,"NS"
"726","Eye_28","NS",2200,-20.6004241685752,"NS"
"727","Eye_28","NS",2300,-13.2175788042633,"NS"
"728","Eye_28","NS",2400,-0.579674937321689,"NS"
"729","Eye_28","NS",2500,6.02886465980127,"NS"
"730","Eye_28","V6",-100,-1.18522904062183,"V6"
"731","Eye_28","V6",0,-5.32277119435805,"V6"
"732","Eye_28","V6",100,-13.0633424264556,"V6"
"733","Eye_28","V6",200,-23.1322828614517,"V6"
"734","Eye_28","V6",300,-30.9468238848746,"V6"
"735","Eye_28","V6",400,-34.4884995831247,"V6"
"736","Eye_28","V6",500,-24.0286414322285,"V6"
"737","Eye_28","V6",600,-2.38747330525609,"V6"
"738","Eye_28","V6",700,21.9482258003522,"V6"
"739","Eye_28","V6",800,41.3190068233199,"V6"
"740","Eye_28","V6",900,56.5373168248835,"V6"
"741","Eye_28","V6",1000,60.8295869359528,"V6"
"742","Eye_28","V6",1100,57.7805640332614,"V6"
"743","Eye_28","V6",1200,54.0983231975285,"V6"
"744","Eye_28","V6",1300,49.0560357645968,"V6"
"745","Eye_28","V6",1400,45.7786488905359,"V6"
"746","Eye_28","V6",1500,46.2858931751664,"V6"
"747","Eye_28","V6",1600,44.6332494929327,"V6"
"748","Eye_28","V6",1700,36.5931274533887,"V6"
"749","Eye_28","V6",1800,25.6096093347821,"V6"
"750","Eye_28","V6",1900,14.2791842837654,"V6"
"751","Eye_28","V6",2000,-0.353561795520749,"V6"
"752","Eye_28","V6",2100,-14.6806471472875,"V6"
"753","Eye_28","V6",2200,-27.6485737446573,"V6"
"754","Eye_28","V6",2300,-36.0760024479858,"V6"
"755","Eye_28","V6",2400,-40.3064708260549,"V6"
"756","Eye_28","V6",2500,-42.6137508342224,"V6"
"757","Eye_29","NS",-100,3.3640382093152,"NS"
"758","Eye_29","NS",0,1.77393211504992,"NS"
"759","Eye_29","NS",100,-11.1226121478663,"NS"
"760","Eye_29","NS",200,-25.145534193266,"NS"
"761","Eye_29","NS",300,-30.4635829475963,"NS"
"762","Eye_29","NS",400,-40.7043697942769,"NS"
"763","Eye_29","NS",500,-56.1330562908303,"NS"
"764","Eye_29","NS",600,-68.0949478736731,"NS"
"765","Eye_29","NS",700,-83.2101752717968,"NS"
"766","Eye_29","NS",800,-98.2671363945304,"NS"
"767","Eye_29","NS",900,-98.1597018393025,"NS"
"768","Eye_29","NS",1000,-97.9100434987726,"NS"
"769","Eye_29","NS",1100,-118.235709129521,"NS"
"770","Eye_29","NS",1200,-149.819962156797,"NS"
"771","Eye_29","NS",1300,-191.394104258996,"NS"
"772","Eye_29","NS",1400,-237.63959166643,"NS"
"773","Eye_29","NS",1500,-277.072048595249,"NS"
"774","Eye_29","NS",1600,-312.785167485674,"NS"
"775","Eye_29","NS",1700,-337.005417174401,"NS"
"776","Eye_29","NS",1800,-369.008762435546,"NS"
"777","Eye_29","NS",1900,-381.235009617361,"NS"
"778","Eye_29","NS",2000,-382.171088418108,"NS"
"779","Eye_29","NS",2100,-383.485707758962,"NS"
"780","Eye_29","NS",2200,-382.476345865301,"NS"
"781","Eye_29","NS",2300,-380.615942593796,"NS"
"782","Eye_29","NS",2400,-388.52429892378,"NS"
"783","Eye_29","NS",2500,-389.663260733063,"NS"
"784","Eye_29","V6",-100,2.30774354860146,"V6"
"785","Eye_29","V6",0,2.97886038504189,"V6"
"786","Eye_29","V6",100,-7.44129997168535,"V6"
"787","Eye_29","V6",200,-12.3876748490985,"V6"
"788","Eye_29","V6",300,-2.61149444991103,"V6"
"789","Eye_29","V6",400,16.246774899731,"V6"
"790","Eye_29","V6",500,19.9747730650075,"V6"
"791","Eye_29","V6",600,13.094864754464,"V6"
"792","Eye_29","V6",700,3.22371660248336,"V6"
"793","Eye_29","V6",800,-3.88824503559025,"V6"
"794","Eye_29","V6",900,-7.88433722107335,"V6"
"795","Eye_29","V6",1000,9.64147136578307,"V6"
"796","Eye_29","V6",1100,22.1632785149443,"V6"
"797","Eye_29","V6",1200,9.88360471431906,"V6"
"798","Eye_29","V6",1300,-36.2939662885418,"V6"
"799","Eye_29","V6",1400,-85.7056859653765,"V6"
"800","Eye_29","V6",1500,-127.702415374568,"V6"
"801","Eye_29","V6",1600,-160.367729653744,"V6"
"802","Eye_29","V6",1700,-198.145136823928,"V6"
"803","Eye_29","V6",1800,-244.228280158698,"V6"
"804","Eye_29","V6",1900,-279.083090772265,"V6"
"805","Eye_29","V6",2000,-311.913936660863,"V6"
"806","Eye_29","V6",2100,-333.363358278342,"V6"
"807","Eye_29","V6",2200,-337.288318105938,"V6"
"808","Eye_29","V6",2300,-337.190858503257,"V6"
"809","Eye_29","V6",2400,-330.634575975503,"V6"
"810","Eye_29","V6",2500,-329.062626261696,"V6"
"811","Eye_31","NS",-100,-3.11879502529687,"NS"
"812","Eye_31","NS",0,-15.7452387139136,"NS"
"813","Eye_31","NS",100,-30.6171631400187,"NS"
"814","Eye_31","NS",200,-38.2518574532899,"NS"
"815","Eye_31","NS",300,-42.6208485973086,"NS"
"816","Eye_31","NS",400,-57.3216512002687,"NS"
"817","Eye_31","NS",500,-55.2871974814426,"NS"
"818","Eye_31","NS",600,-51.6071740404877,"NS"
"819","Eye_31","NS",700,-56.2491216931521,"NS"
"820","Eye_31","NS",800,-65.6704843093707,"NS"
"821","Eye_31","NS",900,-77.1776313558393,"NS"
"822","Eye_31","NS",1000,-88.4109574901191,"NS"
"823","Eye_31","NS",1100,-100.215629453644,"NS"
"824","Eye_31","NS",1200,-107.442536858996,"NS"
"825","Eye_31","NS",1300,-111.158552284298,"NS"
"826","Eye_31","NS",1400,-111.418354220769,"NS"
"827","Eye_31","NS",1500,-106.461613529841,"NS"
"828","Eye_31","NS",1600,-100.4003927755,"NS"
"829","Eye_31","NS",1700,-93.3400480301241,"NS"
"830","Eye_31","NS",1800,-87.6512715205849,"NS"
"831","Eye_31","NS",1900,-79.0718871831157,"NS"
"832","Eye_31","NS",2000,-71.4663137676748,"NS"
"833","Eye_31","NS",2100,-60.5271210603067,"NS"
"834","Eye_31","NS",2200,-48.4445741409215,"NS"
"835","Eye_31","NS",2300,-33.2172918984155,"NS"
"836","Eye_31","NS",2400,-15.3069117463547,"NS"
"837","Eye_31","NS",2500,-1.16352433665398,"NS"
"838","Eye_31","V6",-100,-0.815540810269265,"V6"
"839","Eye_31","V6",0,-11.9153222090089,"V6"
"840","Eye_31","V6",100,-30.4575064750461,"V6"
"841","Eye_31","V6",200,-43.7417317793757,"V6"
"842","Eye_31","V6",300,-52.3106352953225,"V6"
"843","Eye_31","V6",400,-54.3023277197883,"V6"
"844","Eye_31","V6",500,-46.4277729879134,"V6"
"845","Eye_31","V6",600,-35.8059673365491,"V6"
"846","Eye_31","V6",700,-31.3411297096949,"V6"
"847","Eye_31","V6",800,-35.2660020991186,"V6"
"848","Eye_31","V6",900,-38.8583059210878,"V6"
"849","Eye_31","V6",1000,-39.8665205788955,"V6"
"850","Eye_31","V6",1100,-37.1811278090723,"V6"
"851","Eye_31","V6",1200,-39.101992553159,"V6"
"852","Eye_31","V6",1300,-40.8410121660406,"V6"
"853","Eye_31","V6",1400,-39.2782161083556,"V6"
"854","Eye_31","V6",1500,-35.7004410239038,"V6"
"855","Eye_31","V6",1600,-34.9549185780889,"V6"
"856","Eye_31","V6",1700,-37.2739876172782,"V6"
"857","Eye_31","V6",1800,-38.7206986040298,"V6"
"858","Eye_31","V6",1900,-40.5553495624948,"V6"
"859","Eye_31","V6",2000,-38.9387734074106,"V6"
"860","Eye_31","V6",2100,-36.0144663913456,"V6"
"861","Eye_31","V6",2200,-28.0753116983086,"V6"
"862","Eye_31","V6",2300,-20.423400100336,"V6"
"863","Eye_31","V6",2400,-16.3279880640673,"V6"
"864","Eye_31","V6",2500,-8.62814863002724,"V6"
"865","EYE_32","NS",-100,-0.227597435241116,"NS"
"866","EYE_32","NS",0,0.375794073434941,"NS"
"867","EYE_32","NS",100,1.73790882073685,"NS"
"868","EYE_32","NS",200,7.10277923212896,"NS"
"869","EYE_32","NS",300,18.5216202633048,"NS"
"870","EYE_32","NS",400,16.5306951105609,"NS"
"871","EYE_32","NS",500,12.9427271169101,"NS"
"872","EYE_32","NS",600,8.34225558046323,"NS"
"873","EYE_32","NS",700,5.35372610414604,"NS"
"874","EYE_32","NS",800,0.177757644990037,"NS"
"875","EYE_32","NS",900,-4.31221957140682,"NS"
"876","EYE_32","NS",1000,-4.55010630088145,"NS"
"877","EYE_32","NS",1100,4.5014165589895,"NS"
"878","EYE_32","NS",1200,12.4456981902714,"NS"
"879","EYE_32","NS",1300,19.3346026769524,"NS"
"880","EYE_32","NS",1400,24.8618305093496,"NS"
"881","EYE_32","NS",1500,35.7105457266025,"NS"
"882","EYE_32","NS",1600,41.0462308715252,"NS"
"883","EYE_32","NS",1700,41.3265387702845,"NS"
"884","EYE_32","NS",1800,41.3243735135093,"NS"
"885","EYE_32","NS",1900,49.902123367504,"NS"
"886","EYE_32","NS",2000,52.3829425848044,"NS"
"887","EYE_32","NS",2100,53.8455608145995,"NS"
"888","EYE_32","NS",2200,48.6988951560144,"NS"
"889","EYE_32","NS",2300,49.0872837677756,"NS"
"890","EYE_32","NS",2400,56.9802806124309,"NS"
"891","EYE_32","NS",2500,54.4404943490595,"NS"
"892","EYE_32","V6",-100,-1.37652554323595,"V6"
"893","EYE_32","V6",0,4.75949103312064,"V6"
"894","EYE_32","V6",100,14.1167029687232,"V6"
"895","EYE_32","V6",200,11.7200695230872,"V6"
"896","EYE_32","V6",300,9.49164842573915,"V6"
"897","EYE_32","V6",400,1.11896087500925,"V6"
"898","EYE_32","V6",500,-4.68842486754863,"V6"
"899","EYE_32","V6",600,-12.7697909149535,"V6"
"900","EYE_32","V6",700,-21.6591184325218,"V6"
"901","EYE_32","V6",800,-30.0205874163113,"V6"
"902","EYE_32","V6",900,-40.6154634669466,"V6"
"903","EYE_32","V6",1000,-44.792686820061,"V6"
"904","EYE_32","V6",1100,-37.538159896927,"V6"
"905","EYE_32","V6",1200,-34.0409768652969,"V6"
"906","EYE_32","V6",1300,-44.6698171397309,"V6"
"907","EYE_32","V6",1400,-46.3972513287401,"V6"
"908","EYE_32","V6",1500,-36.3711745344212,"V6"
"909","EYE_32","V6",1600,-38.5272773634139,"V6"
"910","EYE_32","V6",1700,-39.999178706191,"V6"
"911","EYE_32","V6",1800,-43.0643939554786,"V6"
"912","EYE_32","V6",1900,-44.4109220665818,"V6"
"913","EYE_32","V6",2000,-46.8716149100419,"V6"
"914","EYE_32","V6",2100,-41.3004416029081,"V6"
"915","EYE_32","V6",2200,-39.2140912021349,"V6"
"916","EYE_32","V6",2300,-35.5155628633184,"V6"
"917","EYE_32","V6",2400,-16.8313795896785,"V6"
"918","EYE_32","V6",2500,3.1188268403625,"V6"
"919","Eye_34","NS",-100,-2.09192653969161,"NS"
"920","Eye_34","NS",0,-5.49867927774585,"NS"
"921","Eye_34","NS",100,-5.11812356707134,"NS"
"922","Eye_34","NS",200,9.59407872541393,"NS"
"923","Eye_34","NS",300,21.6564192746163,"NS"
"924","Eye_34","NS",400,34.9757871297961,"NS"
"925","Eye_34","NS",500,58.3370730781377,"NS"
"926","Eye_34","NS",600,59.8169374557153,"NS"
"927","Eye_34","NS",700,38.5302231003879,"NS"
"928","Eye_34","NS",800,24.062324189801,"NS"
"929","Eye_34","NS",900,28.490797897979,"NS"
"930","Eye_34","NS",1000,39.3193643450031,"NS"
"931","Eye_34","NS",1100,46.4868166369774,"NS"
"932","Eye_34","NS",1200,57.2884800521388,"NS"
"933","Eye_34","NS",1300,68.5713789046575,"NS"
"934","Eye_34","NS",1400,79.2494263218589,"NS"
"935","Eye_34","NS",1500,63.9635474549691,"NS"
"936","Eye_34","NS",1600,74.0662858714439,"NS"
"937","Eye_34","NS",1700,65.189984261238,"NS"
"938","Eye_34","NS",1800,62.9503904213435,"NS"
"939","Eye_34","NS",1900,67.9711163098929,"NS"
"940","Eye_34","NS",2000,72.0497699897301,"NS"
"941","Eye_34","NS",2100,80.0604136670676,"NS"
"942","Eye_34","NS",2200,84.8574564834921,"NS"
"943","Eye_34","NS",2300,89.5027469736711,"NS"
"944","Eye_34","NS",2400,89.1903219989418,"NS"
"945","Eye_34","NS",2500,86.9356062349913,"NS"
"946","Eye_34","V6",-100,-3.03110921143782,"V6"
"947","Eye_34","V6",0,-10.9132923409614,"V6"
"948","Eye_34","V6",100,-5.384052476892,"V6"
"949","Eye_34","V6",200,8.1375174238331,"V6"
"950","Eye_34","V6",300,21.5279700921843,"V6"
"951","Eye_34","V6",400,40.4739369248019,"V6"
"952","Eye_34","V6",500,93.8027906219012,"V6"
"953","Eye_34","V6",600,109.476780521257,"V6"
"954","Eye_34","V6",700,104.552510177205,"V6"
"955","Eye_34","V6",800,90.9834070603721,"V6"
"956","Eye_34","V6",900,76.0529506991592,"V6"
"957","Eye_34","V6",1000,57.4951552685439,"V6"
"958","Eye_34","V6",1100,64.7381849013801,"V6"
"959","Eye_34","V6",1200,64.1495203249406,"V6"
"960","Eye_34","V6",1300,58.0444978365747,"V6"
"961","Eye_34","V6",1400,61.0228042272475,"V6"
"962","Eye_34","V6",1500,58.9519934094745,"V6"
"963","Eye_34","V6",1600,56.5567973810626,"V6"
"964","Eye_34","V6",1700,57.2195702956781,"V6"
"965","Eye_34","V6",1800,58.1141002536505,"V6"
"966","Eye_34","V6",1900,54.0533849546767,"V6"
"967","Eye_34","V6",2000,45.9503053143289,"V6"
"968","Eye_34","V6",2100,40.0706319421623,"V6"
"969","Eye_34","V6",2200,43.7593918931434,"V6"
"970","Eye_34","V6",2300,51.7872163607438,"V6"
"971","Eye_34","V6",2400,64.4389193985301,"V6"
"972","Eye_34","V6",2500,74.1756376224814,"V6"
"973","Eye_35","NS",-100,0.690708019675538,"NS"
"974","Eye_35","NS",0,35.2945862680316,"NS"
"975","Eye_35","NS",100,61.8395222258717,"NS"
"976","Eye_35","NS",200,40.6563439880462,"NS"
"977","Eye_35","NS",300,15.0927090475422,"NS"
"978","Eye_35","NS",400,5.09095311407239,"NS"
"979","Eye_35","NS",500,-9.5651995761734,"NS"
"980","Eye_35","NS",600,-18.1842301451348,"NS"
"981","Eye_35","NS",700,-19.9957286652818,"NS"
"982","Eye_35","NS",800,-36.1543656077201,"NS"
"983","Eye_35","NS",900,-37.3594111224691,"NS"
"984","Eye_35","NS",1000,-33.1271877949544,"NS"
"985","Eye_35","NS",1100,-31.7249919331091,"NS"
"986","Eye_35","NS",1200,-32.7459298349881,"NS"
"987","Eye_35","NS",1300,-35.7962356892435,"NS"
"988","Eye_35","NS",1400,-44.6270097409671,"NS"
"989","Eye_35","NS",1500,-69.5873065459985,"NS"
"990","Eye_35","NS",1600,-98.5825298087543,"NS"
"991","Eye_35","NS",1700,-111.953805428283,"NS"
"992","Eye_35","NS",1800,-120.865469900806,"NS"
"993","Eye_35","NS",1900,-110.608437395275,"NS"
"994","Eye_35","NS",2000,-108.130889039873,"NS"
"995","Eye_35","NS",2100,-116.777582608829,"NS"
"996","Eye_35","NS",2200,-118.518124849611,"NS"
"997","Eye_35","NS",2300,-112.786652774391,"NS"
"998","Eye_35","NS",2400,-104.177615185407,"NS"
"999","Eye_35","NS",2500,-97.9975788683583,"NS"
"1000","Eye_35","V6",-100,13.5950051424353,"V6"
"1001","Eye_35","V6",0,34.1068379924133,"V6"
"1002","Eye_35","V6",100,33.5216406444873,"V6"
"1003","Eye_35","V6",200,28.6641376776938,"V6"
"1004","Eye_35","V6",300,41.2635184832444,"V6"
"1005","Eye_35","V6",400,55.8395552111235,"V6"
"1006","Eye_35","V6",500,40.8180410077101,"V6"
"1007","Eye_35","V6",600,1.50604426367007,"V6"
"1008","Eye_35","V6",700,-7.05935163652959,"V6"
"1009","Eye_35","V6",800,9.21351527233748,"V6"
"1010","Eye_35","V6",900,26.9222314055557,"V6"
"1011","Eye_35","V6",1000,55.7881593831311,"V6"
"1012","Eye_35","V6",1100,83.4612429709215,"V6"
"1013","Eye_35","V6",1200,83.1033899067051,"V6"
"1014","Eye_35","V6",1300,70.2408727682823,"V6"
"1015","Eye_35","V6",1400,69.4261324258634,"V6"
"1016","Eye_35","V6",1500,58.1231081400205,"V6"
"1017","Eye_35","V6",1600,43.4586754718268,"V6"
"1018","Eye_35","V6",1700,32.8374513632573,"V6"
"1019","Eye_35","V6",1800,35.1682306715828,"V6"
"1020","Eye_35","V6",1900,41.0739607230185,"V6"
"1021","Eye_35","V6",2000,51.9790873329915,"V6"
"1022","Eye_35","V6",2100,66.1267430046512,"V6"
"1023","Eye_35","V6",2200,80.3316859153122,"V6"
"1024","Eye_35","V6",2300,100.087352089546,"V6"
"1025","Eye_35","V6",2400,116.619075188993,"V6"
"1026","Eye_35","V6",2500,126.765332597401,"V6"
"1027","Eye_36","NS",-100,3.26376324772105,"NS"
"1028","Eye_36","NS",0,14.3010453251002,"NS"
"1029","Eye_36","NS",100,29.46415236517,"NS"
"1030","Eye_36","NS",200,51.7986814313197,"NS"
"1031","Eye_36","NS",300,68.8613048025635,"NS"
"1032","Eye_36","NS",400,83.9218186882289,"NS"
"1033","Eye_36","NS",500,94.8872512434709,"NS"
"1034","Eye_36","NS",600,114.321501559593,"NS"
"1035","Eye_36","NS",700,115.593223239334,"NS"
"1036","Eye_36","NS",800,114.708547531529,"NS"
"1037","Eye_36","NS",900,122.030377093218,"NS"
"1038","Eye_36","NS",1000,117.830280584711,"NS"
"1039","Eye_36","NS",1100,111.526891679543,"NS"
"1040","Eye_36","NS",1200,104.049271909825,"NS"
"1041","Eye_36","NS",1300,88.0481548943355,"NS"
"1042","Eye_36","NS",1400,72.0433700709637,"NS"
"1043","Eye_36","NS",1500,54.8032635484909,"NS"
"1044","Eye_36","NS",1600,36.995485985853,"NS"
"1045","Eye_36","NS",1700,21.2913302590461,"NS"
"1046","Eye_36","NS",1800,7.70927894389641,"NS"
"1047","Eye_36","NS",1900,-1.53640018943599,"NS"
"1048","Eye_36","NS",2000,-2.804868877278,"NS"
"1049","Eye_36","NS",2100,1.21609213319106,"NS"
"1050","Eye_36","NS",2200,10.7258009207947,"NS"
"1051","Eye_36","NS",2300,21.111736268663,"NS"
"1052","Eye_36","NS",2400,31.5511834991199,"NS"
"1053","Eye_36","NS",2500,38.9784386336475,"NS"
"1054","Eye_36","V6",-100,2.03054193438903,"V6"
"1055","Eye_36","V6",0,12.5997442715432,"V6"
"1056","Eye_36","V6",100,26.9489210072578,"V6"
"1057","Eye_36","V6",200,38.3217384647249,"V6"
"1058","Eye_36","V6",300,33.1835929956762,"V6"
"1059","Eye_36","V6",400,33.0156450195728,"V6"
"1060","Eye_36","V6",500,42.3169243072711,"V6"
"1061","Eye_36","V6",600,66.2554176388855,"V6"
"1062","Eye_36","V6",700,86.4366672685145,"V6"
"1063","Eye_36","V6",800,109.840595380894,"V6"
"1064","Eye_36","V6",900,125.925397434279,"V6"
"1065","Eye_36","V6",1000,136.529622790582,"V6"
"1066","Eye_36","V6",1100,137.295985446282,"V6"
"1067","Eye_36","V6",1200,127.922150147963,"V6"
"1068","Eye_36","V6",1300,118.607283915996,"V6"
"1069","Eye_36","V6",1400,116.08217059405,"V6"
"1070","Eye_36","V6",1500,116.130284472691,"V6"
"1071","Eye_36","V6",1600,107.177065024428,"V6"
"1072","Eye_36","V6",1700,85.4434453907931,"V6"
"1073","Eye_36","V6",1800,60.1787632439832,"V6"
"1074","Eye_36","V6",1900,42.0809054872934,"V6"
"1075","Eye_36","V6",2000,30.6201213284698,"V6"
"1076","Eye_36","V6",2100,22.3993813860938,"V6"
"1077","Eye_36","V6",2200,18.872447285448,"V6"
"1078","Eye_36","V6",2300,17.3034266008755,"V6"
"1079","Eye_36","V6",2400,22.2044451265654,"V6"
"1080","Eye_36","V6",2500,31.0255925543537,"V6"
"1081","Eye_37","NS",-100,-0.114869038146337,"NS"
"1082","Eye_37","NS",0,0.32497660297939,"NS"
"1083","Eye_37","NS",100,6.39942305829944,"NS"
"1084","Eye_37","NS",200,11.5921385663094,"NS"
"1085","Eye_37","NS",300,12.0625093668162,"NS"
"1086","Eye_37","NS",400,9.71512145575368,"NS"
"1087","Eye_37","NS",500,1.81729653164272,"NS"
"1088","Eye_37","NS",600,-14.1700262778231,"NS"
"1089","Eye_37","NS",700,-29.9008511354954,"NS"
"1090","Eye_37","NS",800,-37.7813699437922,"NS"
"1091","Eye_37","NS",900,-46.5338554336403,"NS"
"1092","Eye_37","NS",1000,-53.3912045087078,"NS"
"1093","Eye_37","NS",1100,-55.4947106326779,"NS"
"1094","Eye_37","NS",1200,-54.1345079309973,"NS"
"1095","Eye_37","NS",1300,-53.2523058674901,"NS"
"1096","Eye_37","NS",1400,-49.0149962033343,"NS"
"1097","Eye_37","NS",1500,-45.285625113876,"NS"
"1098","Eye_37","NS",1600,-44.6109960868181,"NS"
"1099","Eye_37","NS",1700,-45.8714896109928,"NS"
"1100","Eye_37","NS",1800,-48.5608395855907,"NS"
"1101","Eye_37","NS",1900,-51.4339817119831,"NS"
"1102","Eye_37","NS",2000,-50.7242451947678,"NS"
"1103","Eye_37","NS",2100,-45.6396124625941,"NS"
"1104","Eye_37","NS",2200,-39.8108770749728,"NS"
"1105","Eye_37","NS",2300,-34.9149588498046,"NS"
"1106","Eye_37","NS",2400,-29.502904487927,"NS"
"1107","Eye_37","NS",2500,-26.9240577219622,"NS"
"1108","Eye_37","V6",-100,1.4343068245005,"V6"
"1109","Eye_37","V6",0,9.00067153038027,"V6"
"1110","Eye_37","V6",100,18.4090656001897,"V6"
"1111","Eye_37","V6",200,27.5532164335055,"V6"
"1112","Eye_37","V6",300,36.6332182068292,"V6"
"1113","Eye_37","V6",400,41.5078788793712,"V6"
"1114","Eye_37","V6",500,46.5306981386838,"V6"
"1115","Eye_37","V6",600,37.3183665988252,"V6"
"1116","Eye_37","V6",700,25.0978997472131,"V6"
"1117","Eye_37","V6",800,18.1582553445935,"V6"
"1118","Eye_37","V6",900,12.2735387523193,"V6"
"1119","Eye_37","V6",1000,5.23219280000794,"V6"
"1120","Eye_37","V6",1100,2.23217876940796,"V6"
"1121","Eye_37","V6",1200,8.14204784271299,"V6"
"1122","Eye_37","V6",1300,15.7615753731632,"V6"
"1123","Eye_37","V6",1400,28.5861016548463,"V6"
"1124","Eye_37","V6",1500,36.6289641384183,"V6"
"1125","Eye_37","V6",1600,42.043195850541,"V6"
"1126","Eye_37","V6",1700,48.2060738293791,"V6"
"1127","Eye_37","V6",1800,52.5769293974851,"V6"
"1128","Eye_37","V6",1900,56.5350101118158,"V6"
"1129","Eye_37","V6",2000,60.0920542687606,"V6"
"1130","Eye_37","V6",2100,64.8269384991692,"V6"
"1131","Eye_37","V6",2200,68.3283938711921,"V6"
"1132","Eye_37","V6",2300,74.1640985046346,"V6"
"1133","Eye_37","V6",2400,84.5476659534661,"V6"
"1134","Eye_37","V6",2500,94.6408470026972,"V6"
"1135","EYE_38","NS",-100,0.860615479876177,"NS"
"1136","EYE_38","NS",0,5.76702663859713,"NS"
"1137","EYE_38","NS",100,15.3134176087003,"NS"
"1138","EYE_38","NS",200,20.0683687576273,"NS"
"1139","EYE_38","NS",300,22.5062997922141,"NS"
"1140","EYE_38","NS",400,42.4824035698869,"NS"
"1141","EYE_38","NS",500,81.4013251745372,"NS"
"1142","EYE_38","NS",600,109.508136682546,"NS"
"1143","EYE_38","NS",700,109.51564949359,"NS"
"1144","EYE_38","NS",800,83.4041734196029,"NS"
"1145","EYE_38","NS",900,56.0480566026666,"NS"
"1146","EYE_38","NS",1000,36.7157488112487,"NS"
"1147","EYE_38","NS",1100,17.9256843574707,"NS"
"1148","EYE_38","NS",1200,15.6137600633798,"NS"
"1149","EYE_38","NS",1300,27.2224654660244,"NS"
"1150","EYE_38","NS",1400,34.2277151337292,"NS"
"1151","EYE_38","NS",1500,39.669792657444,"NS"
"1152","EYE_38","NS",1600,31.1917168672808,"NS"
