"","subject","vocoded","timebins","aggbaseline","Condition"
"1657","EYE32","V6",800,29.0249059699681,"V6"
"1658","EYE32","V6",900,16.7615258392659,"V6"
"1659","EYE32","V6",1000,6.65344172770833,"V6"
"1660","EYE32","V6",1100,2.69147046870247,"V6"
"1661","EYE32","V6",1200,5.86237403403112,"V6"
"1662","EYE32","V6",1300,13.3658343081038,"V6"
"1663","EYE32","V6",1400,19.3325018393141,"V6"
"1664","EYE32","V6",1500,27.0908933924894,"V6"
"1665","EYE32","V6",1600,21.1813151271003,"V6"
"1666","EYE32","V6",1700,5.35465460604638,"V6"
"1667","EYE32","V6",1800,-11.0340504522239,"V6"
"1668","EYE32","V6",1900,-28.7748655000811,"V6"
"1669","EYE32","V6",2000,-44.0369851779849,"V6"
"1670","EYE32","V6",2100,-56.2930806013751,"V6"
"1671","EYE32","V6",2200,-63.036653991418,"V6"
"1672","EYE32","V6",2300,-61.1906421505469,"V6"
"1673","EYE32","V6",2400,-51.897924213699,"V6"
"1674","EYE32","V6",2500,-39.2492533468773,"V6"
